1	Lara Mercy, Austin Ehxx Tengo una brillante idea ¿Por qué no continuamos hablando mierda?  De nuevo Austin va al ataque Ya que es normal que del parque la saque Prende un Phillie con dos rolo' y me pide que la rescate Allá voy (Voy) Sellao el empaque De pasto, que no hay quién me lo arrebate  Oye, mami, te ves bien, tengo que felicitarte Llevas un par de años y ese booty sigue gigante Ya es tanto éxito, que pocos me soportan Yo soy la luz del túnel, por mis brillos se transportan  Y en lo oscuro veo, veo, tu cara tiene un deseo Fanática de mis deos, con mi lengua yo buceo Dando vueltas como hacen los feos Soy un león y no lo' leo, yo  Vamo' a hacerlo al ritmo de los decibeles El género pa' mí es un juego, yo siempre subo niveles Yo no soy quien los agobia, es mi flow quien los agrede En esto yo soy leyenda, ahora es mi hijo quien procede, yo  Por eso ando caminando con un flow violento Con un piquete cabrón Son tantos años que soñaba yo con este momento Y sin rasparlo hizo un movimiento  A pulmón, aquí no existe atajo Por eso nunca le bajo Sus nalgas rebotan con el bajo De escucharme se le moja el tajo Me le pego y (Brr) En cuatro pata', como escarabajo  Prende los motores Del género soy el fuego y también lo' repetidores Me elevo sin usar rotores Tengo sicarios en mi banda, fanático de tambores  ¿Retirarme a mí? Qué ironía Yo soy el paquete, pero también soy la vía ¿Tú dices que me apagué? No hagas que yo me ría Porque no es cuando tú digas, es cuando Austin decida (Let's go)  Y por eso vivo sin estrés Arcángel es Arcángel, no compares la Gucci con la Guess Y por más que te lo digo, no me crees que Carros tenía uno, tenía dos, tenía tres Ahora son cuatro (La Marizon)  
0	Yeah One time for your mind (prrra) Arcangel Pa La Marash  Ustedes saben quién soy yo El de los tickets y la perra Montados a ciento y pico En el panamera Quieren guerra Pa‘ después estar llamando los feos  Papi si te bajo el dedo Te queda en el paseo Parqueao’ ya nadie frontea’ con el nene Ustedes sueñan tener lo que papi Arca tiene  Sobrepase el millón No les conviene Roncar de cuentas de banco Los míos son almacenes  Vivir Como el chamaquito No todo los días se da Parece que vivo dentro De una novedad Donde pa’ entrar aquí Jugar aja  Money cabrones I run my business A mi corta edad  Si te digo que soy millo Es que los tengo Estoy viviendo lo que yo soñé No estoy vendiendo sueños  Y si fuéramos a comparar Yo soy el Play Station 3 Y ustedes Super Nintendo  Bienvenidos a mi mansión Arca tu daddy Dinero por todos lados Mucha mari mari  Welcome to the Gucci boys club Gucci boys club Gucci Gucci Gucci boys club Gucci boys club  Cuidao’ donde tu pises No sea que te deslices Y te des con las narices Encima de los billetes  Ahora todo el mundo me pregunta Porque no tiro Es que estoy enfocado A ninguno miro  Mi herma tú no vas a pagar Lo que yo pido Aquí todo cuesta dinero Hasta mis suspiros  Y cuando estés a mi nivel Entonces llamas Te mato arrebatado Borracho y helado Yo no peleo por pauta Yo tengo mi fama  Así que To’ el me tire me la mama La marash Alias richie rich Optimus Arca Bájame el pitch  Míster cash and carry Viajando con mari Gucci boys club Los dueños del pary  Como tengo dinero Todo el mundo me odia Yo soy el mejor Pregúntale a tu novia  Donde quiera que llego Entro VIP Ella me ve y rápido se vuelve loca  Optimus Optimusarca Optimus Bájame el bich Optimus Optimusarca  Alright Austin La marash Tainy Artillery Flow factory Luian Pina Records Welcome to the Gucci boys club I’m that nigga Young and rich nigga Flow factory 
0	Yo soy igual a ti Yo no te tengo miedo No es lo que yo elegí Pero es todo lo que tengo  Sin máscaras Yo voy desnuda Me sobran las dudas Pero estoy segura de mi ¿Por qué me das guerra? ¿Por qué me echas tierra? Si nadie se salva del fin  Abrázame Que mi abrazo es un arma sin filo Y mi amor te hará bien Abrázame Que estar cerca de mis enemigos Me hará fuerte a la vez  Déjame solo hacer Mi propia acuarela Ser libre para pintar Lo que yo quiera  Si en el mundo hay lugar suficiente Para tanta gente Dime tu, tu, tu ¿Por qué me das guerra? ¿Por qué me echas tierra? Si nadie se salva del fin 
0	Llevan tatuado en la ropa  los héroes del barrio,  disfraces de buenos y malos  de historias que han ido cambiando con el reloj.   Con ellos di los mayores conciertos sentado en un banco,  con una vieja guitarra.  Con ellos hice palacios en casas abandonadas.   No hay saludo mas verdadero  que el de sus manos encalladas,  ni contrato más seguro  que el de su propia palabra.   Ellos son así, trovadores y locos,  caballeros de los que quedan pocos,  maestros en las mentiras,  conquistando bailarinas.   Ellos son así, con sus disfraces de vaqueros,  pero dispuestos a invitar a los sioux a cenar.  Ellos son así, como románticos piratas  intentando navegar en un mar de asfalto gris.  Ellos son así, mis amigos son así.   No hay un verso que sea más bello  que el de sus tartamudeos,  ni ofrecimiento más sincero  que la mitad de su cero.  
0	Brr La definición de, ser real, en el diccionario e' mi foto (Mi foto, Anuel) Yo le dije a Ozuna: El dinero no nos hace, lo hacemo' nosotro' (Nosotro', amén) Y yo le dije a Balvin que la depresión e' un demonio sin un rostro (Rostro, ah) Y que estamo' donde estamo', bendeci’os porque Dios nos escogió a nosotro' (Nosotro', brr)  Y no tomo la vida tan enserio (Uoh, uoh) Porque al final de ella saldré muerto (Muerto) Y yo pongo buena cara en mal momento ¿Cómo será el cielo que los que se fueron nunca han vuelto? (Vuelto, yeah, yeah) Y nadie pregunta (Uah), si sufro, si lloro (Uah) Si tengo una pena que llena muy hondo  (¡Brr!, ¿ah?) Por andar empistoleao' eso no te hace un soldado (-dado) El soldado e' un soldado porque va a la guerra y caza (Caza, brr) Real hasta la muerte, ¿oí'te, cabrón? Mera, dime Frabi (¿Ah?, brr)  Ocho de la mañana ya estamo' de pie (Estamo' de pie) La vida con la muerte negocié (Amén) Muchos se me viraron porque confié (Porque confié) La cuarentona en mi biblia porque me da fe (Brr) ¡Brr!, así suena cuando yo la prendo, ¡brr! (Brr) Yo soy un demonio como Kendo Lo' tique' bajando y lo' kilo' subiendo (Lo' kilo' subiendo) Cabrón, yo soy como el Guason, me vo'a morir riendo (Jaja) La .27 y de tu sangre roja me alimento Por tu cabeza ya hay un precio y están dando descuento (Brr) De carro a carro pa' que no reboten lo' fragmento' (Lo' fragmento') La ola criminal no baja, ella sigue en aumento (Sigue en aumento)  ¿Dónde están los que quieren matarme? (Yeah) ¿Dónde están los que quieren cazarme? (Uah) El bicho mío tienen que mamarme (Que mamarme), yeh El bicho mío tienen que mamarme, yeah ¿Dónde están los que quieren matarme? (Yeah) La' guagua' son blinda', no vaya' a dispararme, yeah (Brr) El bicho mío tiene' que mamarme, brr (Que mamarme) El bicho mío tiene' que mamarme, yeah (Que mamarme)  Tantos palo' y tanta corta' en el corazón (En el corazón) Que en paz descanse Checo y a su familia perdón (Amén) Ganamo', si los kilo' pasan por inmigración (Por inmigración) Y nos tiroteamo' con lo' guardia' antes de ir pa' prisión (Brr) Me mataron a Galla, pero él vive en mi memoria Si pillo al que lo hizo vo'a violar la probatoria (Brr) Mi rifle e' como Yankee tiene trayectoria (¡Brr!) Mis jordan son Bugs Bunny y la corta e' la zanahoria (Brr) Tanto dinero dicen que hice un pacto con el diablo (Amén) Y con los chota' y con lo' federale' yo no hablo (Yo no hablo) El Lambo tiene má' caballo' 'e fuerza que un establo (¡Brrm!) Y muchos me aman y muchos me odian como a Pablo (Brr) Tú ere' un hipócrita y e' con la H de homicidio (Jajaja) Vamo' a matarte y lo vamo' a hacer ver como un suicidio (Amén) Verme tan millonario se ha vuelto un fastidio (Se ha vuelto un fastidio) Yo mismo me miro en el Instagram y hasta me envidio (Brr) Cazando con los drone' como si estamo' en Irán Soy de P.R., pero el rifle mio e' alemán (Uy) Te dimos ciento y pico y te dormiste en el Can-Am (Uy) No creen en Cristo (Jaja), pero oran siempre que les dan, brr (¡Brr!)  El falso amigo e' como la sombra Que te sigue mientras dura el sol No todos reciben la misma visión de mí Algunos te podrán decir que soy una buena persona Y otros te podrán decir que soy una mierda Lo que yo te puedo decir e' que le' crea' a los do' (Le' crea' a los do') Porque e' que yo solo les doy de regreso lo que me dan a mí (Lo que me dan a mí) Y al final (Y al final), te va' a dar cuenta que (Cuenta que) Conocerás muchas máscara' y pocos rostro' (Pocos rostro') Vida sin amigo', muerte sin testigo' Real hasta la muerte, ¿oí'te cabrón? Brr Mera, dime Frabian, ah Que Dios bendiga todos los caseríos en Puerto Rico, alrededor del mundo entero To' los barrios en especial Santurce, Caguas, Manatí (Manatí) O-O-Ovy On The Drums (Brr) Lo’ intocable’, ¿oí'te, cabrón? Que en paz descanse Checo (Checo) Y que en paz descanse Correa (Correa), amén (Amén) Dime Chinola (Dime Chinola), ah (Ah) Mera, dime Kendo (Dime Kendo) ¡Uy! Mera, dime EQ, jaja Lo' intocable', ¿oí'te, bebé? (¿Oí’te, bebé?) Brr (Brr) (¿Dónde están los que quieren matarme? ¿Dónde están los que quieren cazarme? Que el bicho mío tienen que mamarme Que el bicho mío tienen que mamarme, yeah) 
0	Municione' pa' la' misione' Pa' to' el que se vira, pa to' el que me mencione Direccione' y conexione' Pa' que la mercancía llegue por lo' avione'  Cuenta de banco, la casa, el bunker La modelito quiere que la busque Con la' mujere' puedo ser un caballero (Uah) Pa'l enemigo tengo un cargador entero (Brr) Una corona al cementerio El culpable fue un misterio El mensaje quedó claro Ahora lo toman en serio La coca está cruzando por un túnel bajo suelo (Suelo) Ya los decapitamo', ya ello' saben que no es juego (Brr) Ahora me respetan, todo' dicen que no hay pedo (No hay pedo) Lo' diablo' no se queman porque somo' adicto al fuego (Real hasta la muerte)  Yo amo a mi enemigo, que es el único pendejo (-dejo) Que me piensa todo el tiempo y no tiene mi armamento (Brr) Me vale madre' qué digan, qué piensen, que soy delincuente (Delincuente, la veintisiete) Yo tengo mi hierro y ante la muerte, me paro de frente (Me paro de frente) Siempre me la rifo, aquí te damo' piso al frente 'e la gente (Al frente 'e la gente) Y el negocio e' redondo, no falla, cabrón, los número' no mienten (Los número' no mienten) Y a la chingada to' el que me traicionó (Yeah) El karma es real, pa' eso tengo mi Glock (Brr) Andamo' al tiro, lo blanco cruzó (Aún) Y en la USA, un gringo ya se lo huelió (Brr, Jaja) 
0	En Durango comenzó Su carrera de bandido Y en cada golpe que daba Se hacia el desaparecido  Cuando llego a La Laguna Robo estación de Horizonte Desde entonces lo seguían Por los pueblos y los montes  Ay, ay, ay, ¡qué viva, Francisco Villa!  Dónde estás, Francisco Villa General tan afamado Que los hiciste correr A todos cómo venados  Gritaba, Francisco Villa El miedo no lo conozco ¡Qué viva, Pancho Madero! ¡Y muera, Pascual Orozco!  Un día haya en el noroeste Entre Tirzo y La Boquilla Se encontraba acampadas Las fuerzas de Pancho Villa 
0	Ayy... Ja, ja, ja, ja, ja Y aquí está su mero, mero Ua, ua, ja, ja  Ay, que chivo corazón Ay cuanto me regocija Con ganas de retozar... En ese barrio de arriba  Dicen que me has de matar Ahí con mi consentida... Poderoso Dios eterno Que mi suerte no sea así  Allá ya viene mi rival... Amigo pués que ha queler Amigo pues que ha queles Y yo que lo quiero ver  Dicen que me han de matar A lado de esa mujer... Poderoso Dios eterno Que no me cuerme ese wey  Aay... ja, ja, jai, mamá Aquí está su capote Y me dice en el natural  Ua, uu, ja, jaa Ua, ua, ay, mamá  Allá ya viene mi rival Amigo pues que ha queler Amigo pués que ha queles Y yo no lo quiero ver...  Dicen que me han de matar Al lado de esa mujer... Poderoso Dios eterno Que no me mate ese wey... 
0	Me duelen las mentiras cuando llevan tu nombre me duele tanto el alma que no puedo cargarla me duele hasta la noche me dejo sin estrellas el amor no se olvida te sigue a donde quieras  y yo voy sin ti no soy mas que una cometa sin rumbo fijo una marioneta sin dueño y yo voy asi rodando como una piedra sin detenerme sin saber donde parar y yo tu amor perdi  yo me duermo en el viento con todos tus recuerdos pa' que algun dia me alcanses si me sigues queriendo pero me duele el tiempo porque sigo esperando el amor no se olvida mientras vas olvidando 
0	Me he quedado simplemente solo me he quedado como siempre hasta el final se recogen ya los vasos rotos triste y decadente forma de acabar.  Hace poco luché con un monstruo y fue un exorcismo necesario de repente me ha cambiado el rostro el tequila rápido es muy malo para mí.  Y me he preguntado: Por qué otra vez estoy pensando en tí?  Estoy en una cantina estoy escuchando una canción que yo pedí me están sirviendo ya la del estribo otra vez mi pensamiento rumbo a tí.  Y me he preguntado por qué otra vez estoy pensando en tí.  Antes de tocar aquí yo no era así ahora me reviento casi diario de como era antes tú te debes acordar el Café Tacuba ya parece bar. 
1	Te juro que lo vi corriendo wacho y quiero que corra denuevo El barrio lo sabe, lo vieron running 3 cuadras del guetto Sigo esperando ese tiro, digo, me lo prometieron Nadie sabia que corrían tan ligero  Quiero money, dinero, para mamá el mundo entero En el hood me las cogi a todas debo cambiar de hemisferio Grupo nuevo, ropa nueva, joyas nuevas todo nuevo, todo nuevo, nuevo, nuevo  En el West están vendiendo la de QUAVO Ropa nueva, joyas nuevas, grupo nuevo Making money pa' mi mama por si muero Y a mi puta díganle que si la quiero  Si quiere brillar, le presento a mi joyero O a mi contador si hay problemas de dinero Dicen que voy ser rico tantas fechas en enero Que me sigue la AFIP por mis aumentos financieros  En el West siempre me compro la de QUAVO Me saludan todos los dealers cuando llego Cuando salgo por el barrio soy El Diego Me conocen me la venden me la llevo  Dealer nuevo, data nueva, nada bueno Ya no es YSY, Duki y Neo, es algo nuevo Un shoutout pa GTA que es cocinero Tanta plata que ahora le queman los dedos  Me mido por la actitud, no por el ego Como esa blanca e' tu crew, que tiene miedo Que a falta de virtud, y poco huevo Terminaron en el club: de teloneros  Se me acerca una fulana interesada con ganas de saber qué es el mododiablo, del que falan No hay trabajo, pero sobra pico y pala Se que sus amigas van a dejarla volver a mi cama A la mia, a la del Rico, a la del Wana, quiere que le de, voy a volver a correrme en su cara La dirección de la mansion censurada Muchas putas quieren pipa pero nunca compran nada Por qué? Loca viniste a comer, tomar desayuno y tocarsela al rey Tomarte el asunto de ser, niñera, portera, y chofer No me cocines lo mismo que ayer Bañate tranquila, bañate, okey? La toalla azul tuya usala y volvé, te trajo ropa nueva papi no él No gratis voy flex, me gasto mi money en los pares del mes Toy fuckin flotando y no es culpa e' Diaz Velez Partimo a otro negge, compramos de a 100 Si enano no activa y el nando esta arriba nos vamo hasta el west Tu mano perdida, un crupier sin salida, multipliqué el cien, tengo 100 jaguares corriendome el tren  Quiero money, dinero, para mamá el mundo entero, En el hood me las coji a todas debo cambiar, debo cambiar, debo cambiar. 
0	Yo pense que un mejoral  iba curarme este gran dolor  pero que me va a curar  si es una pena de amor  Yo me fui pa' Venezuela  decepcionado de Valledupar  como si la ausencia fuera  remedio para olvidar   Hombe! Yo hice un bien  pero me fue muy mal  pero me fue peor  y, ahora no hago bien, ni mal  pa' ve si me va mejor  A pesar de que te quiero  estoy convencido  de mi mala suerte  Yo sé que un amor sincero  me puede causar la muerte  En asuntos de mujeres  tengo una ley muy bien aprendida  yo, quiero a la quiere  y, olvido a la que me olvida 
